Filer,View,Title,Dept/Board,File Type,Date Filed,Amended
"Morita, Hermina M.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_3753.pdf),"Board Member, Commissioner, Chair",Public Utilities Commission,Gift,05/21/2014,false
"Harimoto, Breene Y.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_3763.pdf),"Candidate, Senator",,Candidate Financial,05/21/2014,false
"Akana, Rowena M.N.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6770.pdf),Trustee,Office of Hawaiian Affairs,Financial,05/21/2014,false
"Hee, Clayton H.W.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6759.pdf),"Candidate, Lieutenant Governor",,Candidate Financial,05/20/2014,false
"Evans, Mary Alice",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6761.pdf),Deputy Director,"Department of Business, Economic Development and Tourism",Financial,05/20/2014,false
"Jeremiah, Bryan E.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6760.pdf),"Candidate, Representative",,Candidate Financial,05/20/2014,false
"Hee, Clayton H.W.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6747.pdf),"Legislator, District 23",Senate,Gift,05/19/2014,false
"Cox, Helen Amelia",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6771.pdf),Chancellor,University of Hawaii,Financial,05/16/2014,false
"Morita, Harry",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_3657.pdf),User Services Manager,University of Hawaii,Gift,05/16/2014,false
"Cox, Helen Amelia",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6717.pdf),Chancellor,University of Hawaii,Financial,05/16/2014,false
"Yoshioka, Carl T.",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_3630.pdf),Engineer,University of Hawaii,Gift,05/15/2014,false
"Starr, Jonathan A.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3613a.pdf),"Board Member, Commissioner",Commission on Water Resource Management,Financial,05/14/2014,false
"Rolston, William J.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3593.pdf),"Board Member, Commissioner",Natural Energy Laboratory of Hawaii,Financial,05/13/2014,false
"Yoon, Wesley K.N.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6642.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,05/13/2014,false
"Smith, Steven L.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6618.pdf),Associate Vice President,University of Hawaii,Financial,05/12/2014,false
"Itano, Joanne K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6568.pdf),Associate Vice President,University of Hawaii,Financial,05/08/2014,false
"O'Neal, David G.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3445.pdf),"Board Member, Commissioner",Hawaii State Ethics Commission,Financial,05/07/2014,false
"DeLong, John H.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3475.pdf),"Board Member, Commissioner",Natural Energy Laboratory of Hawaii,Financial,05/07/2014,false
"Sinton, John Maynard",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3440.pdf),"Board Member, Commissioner",Natural Area Reserves System Commission,Financial,05/06/2014,false
"Sinton, John Maynard",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3440a.pdf),"Board Member, Commissioner",Legacy Land Conservation Commission,Financial,05/06/2014,false
"Wendt, Mahealani Perez",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6553.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,05/06/2014,false
"Moore, Randolph Graves",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6508a.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Financial,05/05/2014,false
"Maile, Rodney A.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3321.pdf),Administrative Director of the Courts,Judiciary,Financial,05/01/2014,false
"Inouye, Lorraine Rodero",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_3327.pdf),"Candidate, Senator",,Candidate Financial,05/01/2014,false
"Cabral, Manuel J.",Form (http://files.hawaii.gov/ethics/disc/2013/Kfx10Dis-6473.pdf),Chancellor,University of Hawaii,Financial,05/01/2014,false
"Cabral, Manuel J.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3309.pdf),Chancellor,University of Hawaii,Financial,04/30/2014,false
"Inouye, Lorraine Rodero",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6470.pdf),"Candidate, Senator",,Candidate Financial,04/30/2014,false
"Broglio, Edward L.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6468.pdf),"Board Member, Commissioner",Hawaii State Ethics Commission,Financial,04/30/2014,false
"Syrmos, Vassilis L.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3287P2.pdf),VP for Research and Innovation,University of Hawaii,Financial,04/29/2014,false
"Syrmos, Vassilis L.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3287P.pdf),"Board Member, Commissioner",Natural Energy Laboratory of Hawaii,Financial,04/29/2014,false
"Lau, Nelson K.M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6448.pdf),"Board Member, Commissioner",Board of Public Accountancy,Gift,04/29/2014,false
"Matayoshi, Kathryn Sugako",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6422.pdf),Superintendent,Department of Education,Financial,04/25/2014,false
"Galimba, Michelle M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6408.pdf),"Board Member, Commissioner",Board of Agriculture,Financial,04/24/2014,false
"Hood, Joan S.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6368.pdf),"Candidate, Representative",,Candidate Financial,04/21/2014,false
"Tsuji, Russell Y.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6361-P.pdf),"Board Member, Commissioner",Natural Energy Laboratory of Hawaii,Financial,04/21/2014,false
"Lassner, David K.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3203.pdf),President,University of Hawaii,Financial,04/21/2014,false
"Thielen, Cynthia H.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6324.pdf),"Candidate, Representative",,Candidate Financial,04/14/2014,false
"Kobayashi, Bertrand Y.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6323.pdf),"Legislator, District 19",House of Representatives,Financial,04/14/2014,true
"Hoomanawanui, Jonathan K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_3091.pdf),"Candidate, Representative",,Candidate Financial,04/04/2014,false
"Ornellas, Jerry L.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_3090.pdf),"Board Member, Commissioner",Board of Agriculture,Financial,04/03/2014,false
"Lindsey, Carmen Kahulumealani",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2986.pdf),Trustee,Office of Hawaiian Affairs,Financial,03/31/2014,false
"Suzuki, Russell Akira",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6113.pdf),"Deputy Attorney General, First Deputy",Department of the Attorney General,Financial,03/27/2014,false
"Crabbe, Kamana'opono Matthew",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2920.pdf),Chief Executive Officer,Office of Hawaiian Affairs,Financial,03/27/2014,false
"Ha, Richard",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6095.pdf),"Board Member, Commissioner",Board of Agriculture,Financial,03/25/2014,false
"Delima, Ernest K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-6013.pdf),Administrator,Judiciary,Gift,03/19/2014,false
"DeGuzman, Susan N.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5996.pdf),"Board Member, Commissioner",Hawaii State Ethics Commission,Financial,03/18/2014,false
"Gabbard, Gerald Michael",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5995.pdf),"Legislator, District 20",Senate,Financial,03/18/2014,true
"Thielen, Laura H.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5946.pdf),"Legislator, District 25",Senate,Financial,03/12/2014,true
"Cachola, Romeo M.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2710.pdf),"Legislator, District 30",House of Representatives,Financial,03/07/2014,true
"Thielen, Cynthia H.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5898.pdf),"Legislator, District 50",House of Representatives,Financial,03/06/2014,true
"Yamamoto, Keith Yukio",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5870.pdf),Deputy Director,Department of Health,Financial,02/26/2014,false
"Souki, Joseph Mark",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2651.pdf),"Legislator, District 8",House of Representatives,Financial,02/25/2014,true
"Ruderman, Russell E.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2650.pdf),"Legislator, District 2",Senate,Financial,02/25/2014,true
"Enright, Scott E.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5867.pdf),Chairperson,Department of Agriculture,Financial,02/25/2014,false
"Creagan, Richard P.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5841.pdf),"Legislator, District 5",House of Representatives,Financial,02/21/2014,true
"Wakai, Glenn Satoru",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5812.pdf),"Legislator, District 15",Senate,Financial,02/18/2014,false
"Wakai, Glenn Satoru",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2645.pdf),"Legislator, District 15",Senate,Financial,02/18/2014,false
"Lum Lee, Christopher-Travis K.J.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_2639.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,02/14/2014,false
"Creagan, Richard P.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2638.pdf),"Legislator, District 5",House of Representatives,Financial,02/13/2014,false
"Creagan, Richard P.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2642.pdf),"Legislator, District 5",House of Representatives,Financial,02/13/2014,true
"Galuteria, Brickwood M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5793.pdf),"Legislator, District 12",Senate,Financial,02/11/2014,false
"Chun, Grant Yet Ming",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2633.pdf),"Board Member, Commissioner",Board of Education,Financial,02/10/2014,true
"Slom, Samuel M.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4063.pdf),"Legislator, District 9",Senate,Financial,02/03/2014,false
"Slom, Samuel M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5654.pdf),"Legislator, District 9",Senate,Financial,02/03/2014,false
"Shimabukuro, Maile S.L.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2621.pdf),"Legislator, District 21",Senate,Financial,02/03/2014,false
"McDermott, Robert C.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5649.pdf),"Legislator, District 40",House of Representatives,Financial,02/03/2014,false
"Johanson, Aaron L.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5639.pdf),"Legislator, District 31",House of Representatives,Financial,01/31/2014,false
"Hashem, Mark Jun",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5648.pdf),"Legislator, District 18",House of Representatives,Financial,01/31/2014,false
"Choy, Isaac William",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5646.pdf),"Legislator, District 23",House of Representatives,Financial,01/31/2014,false
"Fukumoto Chang, Beth Keiko",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2612.pdf),"Legislator, District 36",House of Representatives,Financial,01/31/2014,false
"Espero, William Calip",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2607.pdf),"Legislator, District 19",Senate,Financial,01/31/2014,false
"Ing, Mark Kaniela",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2579.pdf),"Legislator, District 11",House of Representatives,Financial,01/31/2014,false
"Kouchi, Ronald D.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2570.pdf),"Legislator, District 8",Senate,Financial,01/31/2014,false
"Tsuji, Clifton K.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2561.pdf),"Legislator, District 2",House of Representatives,Financial,01/31/2014,false
"Lee, Christopher Kalani Cushman",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2547.pdf),"Legislator, District 51",House of Representatives,Financial,01/31/2014,false
"McKelvey, Angus L.K.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2537.pdf),"Legislator, District 10",House of Representatives,Financial,01/31/2014,false
"Matsumoto, Lauren K.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2530.pdf),"Legislator, District 45",House of Representatives,Financial,01/31/2014,true
"Yamane, Ryan Ichiro",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5640.pdf),"Legislator, District 37",House of Representatives,Financial,01/31/2014,false
"Jordan, Georgette J.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2523.pdf),"Legislator, District 44",House of Representatives,Financial,01/30/2014,false
"Ito, Kenneth T.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5641.pdf),"Legislator, District 49",House of Representatives,Financial,01/30/2014,false
"Belatti, Della Au",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2525.pdf),"Legislator, District 24",House of Representatives,Financial,01/30/2014,true
"Belatti, Della Au",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2524.pdf),"Legislator, District 24",House of Representatives,Financial,01/30/2014,false
"Nakashima, Mark M.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2522.pdf),"Legislator, District 1",House of Representatives,Financial,01/30/2014,false
"Nishimoto, Scott Y.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2500.pdf),"Legislator, District 21",House of Representatives,Financial,01/30/2014,false
"Lowen, Nicole E.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2443.pdf),"Legislator, District 6",House of Representatives,Financial,01/29/2014,false
"Horner, Donald E.",Form (http://files.hawaii.gov/ethics/disc/2012/Kfx10Dis-5631.pdf),"Board Member, Commissioner",Board of Education,Financial,01/29/2014,true
"Oshiro, Marcus R.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5630.pdf),"Legislator, District 46",House of Representatives,Financial,01/29/2014,false
"Ichiyama, Linda Eileen",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5629.pdf),"Legislator, District 32",House of Representatives,Financial,01/29/2014,false
"Onishi, Richard H.K.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2479.pdf),"Legislator, District 3",House of Representatives,Financial,01/29/2014,false
"Matsumoto, Lauren K.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2478.pdf),"Legislator, District 45",House of Representatives,Financial,01/29/2014,false
"Aquino, Henry James C.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2471.pdf),"Legislator, District 38",House of Representatives,Financial,01/29/2014,false
"Woodson, Justin H.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5615.pdf),"Legislator, District 9",House of Representatives,Financial,01/29/2014,false
"Mizuno, John Musashi",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2463.pdf),"Legislator, District 28",House of Representatives,Financial,01/29/2014,false
"Say, Calvin K.Y.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2462.pdf),"Legislator, District 20",House of Representatives,Financial,01/29/2014,false
"Kahele, Gilbert",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2454.pdf),"Legislator, District 1",Senate,Financial,01/29/2014,false
"Ward, Gene R.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2445.pdf),"Legislator, District 17",House of Representatives,Financial,01/29/2014,false
"Yamashita, Kyle T.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5602.pdf),"Legislator, District 12",House of Representatives,Financial,01/28/2014,false
"Morikawa, Daynette S.P.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2432.pdf),"Legislator, District 16",House of Representatives,Financial,01/28/2014,false
"Baker, Rosalyn H.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5601.pdf),"Legislator, District 6",Senate,Financial,01/28/2014,false
"Dela Cruz, Donovan Michael",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2390.pdf),"Legislator, District 22",Senate,Financial,01/27/2014,false
"Tokuda, Jill Naomi",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5593.pdf),"Legislator, District 24",Senate,Financial,01/27/2014,false
"Souki, Joseph Mark",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2407.pdf),"Legislator, District 8",House of Representatives,Financial,01/27/2014,false
"Kim, Donna Mercado",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2404.pdf),"Legislator, District 14",Senate,Financial,01/27/2014,false
"Kawakami, Derek S.K.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2402.pdf),"Legislator, District 14",House of Representatives,Financial,01/27/2014,false
"Ihara, Les S.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5577.pdf),"Legislator, District 10",Senate,Financial,01/27/2014,false
"Cullen, Ty J.K.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2382.pdf),"Legislator, District 39",House of Representatives,Financial,01/25/2014,false
"Thielen, Laura H.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2377.pdf),"Legislator, District 25",Senate,Financial,01/24/2014,false
"English, J. Kalani",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5557.pdf),"Legislator, District 7",Senate,Financial,01/24/2014,false
"Keith-Agaran, Gilbert S.C.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5551.pdf),"Legislator, District 5",Senate,Financial,01/23/2014,false
"Chun Oakland, Suzanne N.J.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5552.pdf),"Legislator, District 13",Senate,Financial,01/23/2014,false
"Gabbard, Gerald Michael",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2369.pdf),"Legislator, District 20",Senate,Financial,01/23/2014,false
"Taniguchi, Brian T.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5486.pdf),"Legislator, District 11",Senate,Financial,01/22/2014,false
"Evans, Cynthia Frances Wood",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5549.pdf),"Legislator, District 7",House of Representatives,Financial,01/22/2014,false
"Okazaki, Wendy",Form (http://files.hawaii.gov/ethics/disc/2014/GiftDisc_2360.pdf),Planner,Department of Health,Gift,01/22/2014,false
"Kidani, Michelle N.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_2359.pdf),"Legislator, District 18",Senate,Financial,01/22/2014,false
"Brower, Thomas M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-5487.pdf),"Legislator, District 22",House of Representatives,Financial,01/22/2014,false
"Brower, Thomas M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7080.pdf),"Legislator, District 22",House of Representatives,Financial,01/22/2014,false
